,0,1,2,3
546,GeoLang,https://www.geolang.com/,GeoLang offers a suite of cyber security solutions including the Ascema DLP platform.,"GeoLang Ltd.
Cardiff Business Technology Centre
Senhennydd Road
Cardiff
CF24 4AY
United Kingdom
Tel: 02920 647012"
547,GFI Software,https://www.gfi.com/,GFI Software offers IT products and services including email security services and managed anti-virus.,"Triology HQ
401 Congress Ave. #2650
Austin, Texas 78701
Tel: (919) 379 – 3397"
548,Gigamon,https://www.gigamon.com/,"<p>Gigamon provides a range of network monitoring, analytics, and management solutions including security.</p>","<p>Gigamon 3300 Olcott Street Santa Clara, California 95054 Tel: (408) 831 – 4000</p>"
549,GigaNetworks,https://www.giganetworks.com/,GigaNetworks provides value added resale (VAR) security solutions to businesses with emphasis on the Florida enterprise marketplace.,"GigaNetworks
835 NE 79th Street
Miami, Florida 33138"
550,GigaTrust (OUT OF BUSINESS),https://www.gigatrust.com/,<p>GigaTrust provides enterprise rights management solutions built on the foundation of Microsoft’s Rights Management Services (RMS).</p>,"<p>GigaTrust Headquarters 607 Herndon Parkway, Suite 302 Herndon, Virginia 20170 Tel: (703) 467 – 3740</p>"
551,Glasswall Solutions,https://www.glasswallsolutions.com/,Glasswall provides email security protection that analyzes file extensions and for security implications.,"Glasswall Solutions
18A St. James Place
London, SW1A 1NH
Tel: +44 (0) 203 814 3890"
552,Global Cyber Risk,http://globalcyberrisk.com/,"Global Cyber Risk (GCR) provides advisory services to business and government in privacy, security, and related areas.","Global Cyber Risk LLC
5125 MacArthur Boulevard, NW
Third Floor
Washington, DC 20016
Tel: (202) 537 – 5070"
553,Global Digital Forensics,https://www.evestigate.com/,Global Digital Forensics provides a range of digital forensic and eDiscovery software and services.,"Computer Forensic Services of NY
1500 Broadway
New York, New York 10036
Tel: (800) 868 – 8189"
554,Global Knowledge,https://www.globalknowledge.com/,"In addition to IT, business, and project training, Global Knowledge offers a cyber security training portfolio including support for certifications and product-specific skills.","Global Knowledge
9000 Regency Parkway Suite 400
Cary, North Carolina 27518"
555,Global Learning Systems,https://www.globallearningsystems.com/,Global Learning Systems provides a range of security awareness and customized eLearning services.,"Global Learning Systems
6030 Daybreak Circle, STE A150 #116
Clarksville, Maryland 21029-1642
Tel: (866) 245 - 5224"
556,Globalscape,https://www.globalscape.com/,"Globalscape supports managed, secure file transfer solutions for enterprise.","Globalscape
4500 Lockhill-Selma, Suite 150
San Antonio, Texas 78249
Tel: (800) 290 – 5054"
557,GlobalSign,https://www.globalsign.com/,"GlobalSign is a certification authority providing PKI-based products and services for enterprise, business, and service providers.","GMO GlobalSign – US
Two International Drive, Suite 150
Portsmouth, New Hampshire 03801
Tel: (603) 570 - 7060"
558,Gluu,https://www.gluu.org/,"Gluu provides an open source or on demand, standards-based identity and access management capability for enterprise.","Gluu
600 Congress Ave.
Floor 14
Austin, Texas 78701"
559,GM Security Technologies,https://gmsectec.com/,"GM Security Technologies provides business solutions primarily in Puerto Rico, the Caribbean and Latin America.","GM Security Technologies
1590 Ponce de Leon Avenue, Suite #200
Rio Piedras, Puerto Rico 00926
Tel: (787) 620-5260"
560,Linoma Software,http://www.linomasoftware.com/,"<p><span style=""color: rgb(0, 0, 0);"">Provider of technologies for protecting sensitive data and automating data movement. The company develops a managed file transfer protocol (FTP) and encryption software for medium and large-sized enterprises and also for government entities for the purpose of data security and management.</span></p>","<p>103 South 14th Street</p><p>Ashland, NE 68003</p><p><br></p>"
561,GoDaddy,https://ca.godaddy.com/web-security/website-security,"GoDaddy Inc. designs and develops cloud-based technology products for small businesses, Web design professionals, and individuals in the United States and internationally.","14455 North Hayden Road
Scottsdale, Arizona 85260
United States"
562,Good Harbor,https://www.goodharbor.net/,"Good Harbor Security Risk Management provides a range of consulting services focused on risk, threat, strategy, governance, and management.","Good Harbor Security Risk Management LLC
2020 K Street, NW
Suite 620
Washington, DC 20006
Tel: (202) 212 – 6680"
563,Google,https://www.google.com/,"Google provides a range of identity, cloud, email, and infrastructure security solutions as part of its search, email, operating system, cloud, and virtual services.","Google
1600 Amphitheatre Parkway
Mountain View, California 94043"
564,GoSecure,https://www.gosecure.ca/,GoSecure provides a range of security consulting and managed security services.,"GoSecure
630, Rene-Levesque Blvd. West, Suite 2630
Montreal, Quebec H3B 1S6
Canada
Tel: (514) 287 - 7427"
565,GrammaTech,https://www.grammatech.com/,"<p>GrammaTech develops CodeSonar, a static analysis tool for source code and binaries, CodeSentry, a scanning product for open source, second, and third party code, and performs cyber-security research.</p>","<p>GrammaTech, Inc.</p><p>6903 Rockledge Drive, Suite 820</p><p>Bethesda, MD 20817</p>"
566,GRC Group,https://www.grcg.com/,"The GRC Group provides GRC training, certification, and resources for enterprise professionals.","SOX/GRC-IT-GRC Institute
Sarbanes Oxley Group LLC
1360 Clifton Avenue #163
Clifton, New Jersey 07012
Tel: (888) WHY-GRCG"
567,GRC 20/20 Research,https://www.grc2020.com/,"GRC 20/20 Research provides research, workshops, and consulting support in the area of GRC for enterprise.","GRC 20/20 Research
Milwaukee, Wisconsin
Tel: (888) 365 – 4560"
568,GreatHorn,https://www.greathorn.com/,"GreatHorn is a cybersecurity solution for cloud communication infrastructure, including email, collaboration, and chat tools.","260 Charles St
Ste. 300
Waltham, MA 02453
Tel: (855) 478 - 4676"
569,Green Hills Software,https://www.ghs.com/,"Green Hills Software is an embedded software provider with solutions for ICS, IoT, and other embedded devices.","Green Hills Software
30 West Sola Street
Santa Barbara, California 93101
Tel: (800) 765 – 4733"
570,GreyCastle Security,https://www.greycastlesecurity.com/,GreyCastle Security is a service provider dedicated exclusively to cybersecurity and the practical management of cybersecurity risks.,"Troy, NY
500 Federal Street
Suite 540
Troy, NY 12180
(518) 274-7233"
571,Grid32 Security,https://www.grid32.com/,Grid32 provides a range of security services including penetration testing and vulnerability assessment.,"Grid32 Security
614 Frelinghuysen Avenue
Newark, New Jersey 07114
Tel: (800) 936 – 3204"
572,GroundLabs,https://www.groundlabs.com/,GroundLabs provides software tools for sensitive data discovery to support compliance and avoid breaches.,"GroundLabs Pte Ltd
Registration 201106727H
#29-01 Suntec Tower Two
9 Temasek Boulevard
Singapore 038989
Tel: +65 3133 3133"
573,Groundworks Technologies,https://sites.google.com/a/groundworkstech.com/index/about,Groundworks Technologies provides engineering and assessment services including reverse engineering and embedded device security.,"Groundworks Technologies
Cespedes 3249,
C1426DVG CABA,
Argentina
Tel: +54 (11) 4554 6812"
574,GTB Technologies,https://www.gttb.com,"<p>GTB Technologies, Inc. a Newport Beach California cyber security company that focuses on providing enterprise class&nbsp;data protection&nbsp;and&nbsp;data loss prevention&nbsp;solutions for data within an organization, for data in the cloud and for data protection outside the organization.</p>","<p>GTB Technologies 5000 Birch Street, Suite 3000 Newport Beach, California 92660 Tel: (800) 626 – 0557</p>"
575,NICE Actimize,https://www.guardiananalytics.com/,<p>NICE Actimize provides a behavioral analytic-based solution for detecting fraudulent activity in financial systems.</p>,"<p>221 River St.</p><p>Hoboken, NJ 07030</p>"
576,Guardian Data Destruction,https://www.guardiandatadestruction.com/,Guardian Data Destruction offers a range of on-site data destruction and degaussing services.,"Guardian Data Destruction
71 Schrieffer Street
South Hackensack, New Jersey 07606
Tel: (888) 556 – WIPE"
577,GuardiCore,https://www.guardicore.com/,<p>GuardiCore provides real-time threat detection and mitigation via SDN with the intent of protecting the enterprise datacenter from APT attacks.</p>,<p>100 Summer Street</p><p>Suite 1600</p><p>Boston MA 02110</p>
578,GuardSquare,https://www.guardsquare.com/en,GuardSquare provides optimization and obfuscation software for Android and iOS.,"GuardSquare Leuven
Tervuursevest 362 Bus 1
3000 Leuven
Belgium

GuardSquare San Francisco
620 Davis Street
San Francisco, CA 94111
United States
Tel: (415) 347 - 6575"
579,Guardtime,https://www.guardtime.com/,"Guardtime provides a family of security solutions based on its keyless signature infrastructure (KSI) that enable data integrity, protection, and governance through block chain.","Guardtime
A.H. Tammsaare tee 60
Tallinn, 11316
Estonia

US Office in Irvine
5151 California Ave
Suite 210
Irvine, California 92617"
580,GuidePoint Security,https://www.guidepointsecurity.com/,"GuidePoint Security provides customized, innovative information security solutions for its customers using a range of technology partners.","GuidePoint Security
2201 Cooperative Way
Suite 225
Herndon, Virginia 20171
Tel: (877) 889 – 0132"
581,Guidepost Solutions,http://www.guidepostsolutions.com/,"Guidepost Solutions provides a range of consulting services including investigation, compliance, and monitoring.  The company has expertise in the installation of physical security.","Guidepost Solutions
415 Madison Avenue, 11th Floor
New York, New York 10017
Tel: (212) 817 – 6700"
582,GuruCul,https://www.gurucul.com/,"<p>GuruCul provides an identity-centric, behavioral risk analysis platform that uses Big Data and machine security analytics.</p>","<p>GuruCul Worldwide Headquarters 222 N. Sepulveda Blvd. Suite 1322 El Segundo, California 90245 Tel: (213) 373 – 4878 info@gurucul.com</p>"
583,HackerOne,https://www.hackerone.com/,"HackerOne provides a range of bug bounty services for enterprise customers. More than 1,000 organizations, including the U.S. Department of Defense, U.S. General Service Administration, General Motors, Google Play, Twitter, GitHub, Nintendo, Panasonic Avionics, Qualcomm, Starbucks, Dropbox, and the CERT Coordination Center trust HackerOne to find critical software vulnerabilities. HackerOne is headquartered in San Francisco with offices in London, New York, and the Netherlands.","HackerOne
300 Montgomery St.; Ste. 1200
San Francisco, CA 94104"
584,Hackers Academy,https://hackersacademy.com,"<p>Learn Security &amp; Ethical Hacking.&nbsp;&nbsp;All the material in one spot that you need to become an ethical hacker and security expert.&nbsp;&nbsp;Training available, coupled with the coaching and support you need to actually learn.</p>","<p>Dubai, United Arab Emirates</p>"
585,HackerU,http://www.hackeru.com/,"<p>Operator of an online information technology and security school intended to spread knowledge and saturate the market with competent specialists. The school's courses are full time, delivered by professionals and guarantees job via agreement on job security, enabling learners to learn as per their personal interests, abilities and professional level.</p>","<p>Paz Towers</p><p>5 Shoham Street</p><p>Ramat Gan 52521, Israel</p><p><br></p>"
586,Hacking Team,http://www.hackingteam.it/,Hacking Team provides offensive security solutions for the law enforcement and intelligence communities.,"Hacking Team
Via della Moscova 13
20121 Milano
Italy
Tel: +39 (02) 29060603"
587,HackLabs,https://www.hacklabs.com/,HackLabs provides a range of security consulting and training services including penetration testing.,"HackLabs Head Office
Level 29, Chiffey Tower
2 Chiffey Square Suite
Sydney, NSW
Australia
Tel: +61 1300 031337

101 California Street, Suite 2710
San Francisco, California 94111
Tel: (800) 708 – 2164"
588,Halock Security Labs,https://www.halock.com/,Halock Security Labs provides security consulting services including penetration testing and security assessment.,"Halock Security Labs
1834 Walden Office Square, Suite 200
Schaumberg, Illinois 60173
Tel: (844) 570–4666"
589,Halon,https://www.halon.io/,Halon provides a secure SMTP (email) platform for service providers.,"Halon Security AB
Lilla Bommen 3
411 04 Gothenburg
Sweden
Tel: +46 31 301 1920
sales@halon.se

Halon office in San Francisco – (415) 477 – 1045"
590,HaltDos,https://www.haltdos.com/,<p><br></p><p>Unified Edge Security &amp; Content Delivery Platform. Complete coverage from end-user to application security built on AI and backed by global threat intelligence. Products come with Managed Services.</p>,"<p>505 Farview Av.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>Ridgewood, NJ</p>"
591,HanSight,https://hansight.com/,<p>HanSight is a Chinese threat detection and intelligence company that offers products on a wide variety of platforms.</p>,"<p>HanSight 306A, Area 2, Building 9 Zhongguancun Software Park No. 8 Northeast Wangxi Road Haidian District, Beijing</p>"
592,Happiest Minds,http://www.happiestminds.com/,"Happiest Minds technologies provides a range of solutions, including security, for IoT, Big Data analytics, software-defined data center, and cloud computing.","Happiest Minds Technologies
3rd & 4th Floor,
SJR Equinox, Sy.No.47/8,
Doddathogur Village, Begur Hobli,
Electronics City Phase 1,
Hosur Road, Bangalore – 560 100
Tel: +91 80 3965 3000"
593,HardSecure,http://www.hardsecure.com/index.php?lang=en,HardSecure provides values added resale (VAR) security solutions including consulting.,"HardSecure
Avenida Duque de Avile 28,
1000-14 Lisbon
Portugal
Tel: +351 218 278 126"
594,HashiCorp,https://www.hashicorp.com/,"<p>HashiCorp provides consistent workflows to provision, secure, connect, and run any infrastructure for any application. The company leads in cloud infrastructure automation to help companies as they migrate to dynamic cloud environments.</p>","<p>101 2nd St #700, San Francisco, CA 94105</p>"
595,Hawk Network Defense,https://www.hawkdefense.com/,"Hawk Network Defense provides security analytics for enterprise, service providers, and SIEM enrichment.","Hawk Network Defense, Inc.
5057 Keller Springs Road, Suite 300
Dallas, Texas 75001
Tel: (888) 919 – 4295"
596,Haystax Technology,https://www.haystax.com,<p>Haystax provides actionable security intelligence and real-time situational awareness.</p>,"<p>Haystax Technology 8251 Greensboro Drive, Suite 1111 McLean, Virginia 22102 Tel: (571) 297 – 3800</p>"
597,H-Bar Cyber Solutions,http://hbarcyber.com/,"H-Bar Cyber Solutions provides a rage of security consulting, compliance, and security training services.","H-Bar Cyber Solutions
York County
Stewartstown, Pennsylvania
Tel: (240) 446 – 0021
info@hbarcyber.com"
598,HDIV Security,https://hdivsecurity.com/,HDIV Security provides software for runtime application self-protection (RASP).,"Mikeletegi 69, 4th Floor
20009, Donostia-San Sebastián, Spain
info@hdivsecurity.com"
599,Hedgehog Security,https://www.hedgehogsecurity.co.uk/,Hedgehog security provides a range of penetration testing and security research services.,"Hedgehog Security
The Lab
Teanford, Stoke on Trent
Staffordshire, ST10 4ES
United Kingdom
Tel: 0161 850 0454
info@hedgehogsecurity.com.uk"
600,Heidrick & Struggles,http://www.heidrick.com/,Heidrick & Struggles provides senior leadership-level search and recruitment including CISO and CSO positions.,"Heidrick & Struggles
233 South Wacker Drive, Suite 4900
Chicago, Illinois 60606
Tel: (312) 496 - 1200"
601,HelpSystems,https://www.helpsystems.com/,"HelpSystems is an IT software company, working in the areas of systems and network management, business intelligence, and security and compliance.","HelpSystems
6455 City West Parkway
Eden Prairie, MN 55344
Tel: (800) 328-1000"
602,Herjavec Group,https://www.herjavecgroup.com/,The Herjavec Group is a Canadian technology firm specializing in network security managed services and consulting.,"Herjavec Group (Headquarters)
180 Duncan Mill Road, 7th Floor
Toronto, Ontario M38 1Z6
Canada
Tel: (416) 639 – 2193"
603,HID Global,https://www.hidglobal.com/,"<p>HID Global provides a range of identity and access solutions including smart cards, readers, RFID tags, and software.</p>","<p>HID Global – Americas and Corporate 611 Center Ridge Drive Austin, Texas 78753 Tel: (949) 732 - 2000</p>"
604,ImmuniWeb,https://www.immuniweb.com/,High-Tech Bridge is a Swiss company offering penetration testing and related forensic and audit services. ImmuniWeb is a security brand associated with High-Tech Bridge.,"High-Tech Bridge
World Trade Center II
29, Route de Pre-Bois
CH-1215 Geneva 15
Switzerland
Tel: +41 22 723 24 24"
605,Hillstone Networks,http://www.hillstonenet.com/,<p>Hillstone Networks provides a behavioral analytic-based next generation firewall platform.</p>,"<p>Hillstone Networks 5201 Great America Pkwy, #420 Santa Clara, California 95054 Tel: (408) 508 – 6750 inquiry@hillstonenet.com</p>"
606,Hiperos,https://www.hiperos.com/,"Hiperos provides risk, compliance, and performance solutions for managing third parties.","Hiperos
176 East Main Street
Suite 8
Westborough, Massachusetts 01581"
607,Hitachi,http://hitachi-id.com/,"Hitachi ID Systems, Inc. is a provider of identity management and access governance solutions.","1401 1st Street S.E.
Suite 500
Calgary, Alberta
Canada T2G 2J3
Tel: (403) 233 - 0740"
608,HOB,https://www.hobsoft.com/,HOB includes cyber security offerings for secure remote access and connectivity.,"HOB GmbH & Co. KG
Schwadermuhlstr. 3
90556 Cadolzburg
Germany"
609,Hold Security,https://holdsecurity.com/,Hold Security is an information security and investigations company providing consulting services and threat intelligence for business clients.,"Hold Security
Milwaukee, Wisconsin
Tel: (414) 678 – 1414
info@holdsecurity.com"
610,HoloNet Security,https://www.holonetsecurity.com/,HoloNet Security offers real-time breach detection for sensitive business data.,"1294 Kifer Road, Suite 710
Sunnyvale, California 94086
support@holonetsecurity.com"
611,HPE,https://www.hpe.com/,"<p>HPE is a multinational information technology company that sells a range of different products and services including IT, enterprise, and network security.</p>","<p>HPE Corporate Headquarters 3000 Hanover Street Palo Alto, California 94304</p>"
612,Huawei,https://www.huawei.com/,<p>Huawei is a global ICT provider offers a range of network security products.</p>,"<p>Huawei Technologies Co. Ltd. Bantian, Longgang District Shenzhen, 518129 China</p>"
613,Humming Heads,https://www.hummingheads.co.jp/,Humming Heads provides a range of anti-virus and Internet security products including a corporate security platform.,"Humming Heads
5-38-8 Nakakasi
Edogawa-ku, Tokyo 134-0083
Japan"
614,Huntsman Security,https://www.huntsmansecurity.com/,"Huntsman Security is an information security software company which provides solutions to organisations to enable the collection, analysis and alerting/reporting on systems, user and applications activity logs, audit trails and event data. ","Huntsman/Tier-3 – London
7-10 Adam Street, Strand
London WC2N 6AA"
615,Hypersecu Information Systems,https://www.hypersecu.com/,"Hypersecu Information Systems provides multi-factor authentication and public key infrastructure, as well as software copyright protection.","Hypersecu Information Systems, Inc.
#200-6191 Westminster Hwy
Richmond, BC V7C 4V4
Canada
Tel: (604) 279 - 2000"
616,Hypori,https://hypori.com,<p>Hypori is a secure&nbsp;virtual smartphone&nbsp;solution that lets users perform business tasks on their mobile devices while leaving zero footprint and&nbsp;&nbsp;separation of personal and corporate data.BYOD solution.</p>,"<p>4030 West Braker Lane</p><p> Building 2, Suite 200 </p><p>Austin, TX 78759</p>"
617,HYPR,https://www.hypr.com/,"<p>HYPR eliminates phishing, fraud, and friction. Passwordless MFA makes it easy for businesses to deploy secure login for everyone, everywhere.</p>","<p>HYPR Corp 45 West 34th Street New York, New York 10001 United States +1 646-503-5366</p>"
618,Hysolate,https://www.hysolate.com/,Hysolate Ltd. develops endpoint solution for desktop management which also increases business productivity.,"7 Totzeret Ha’aretz Street
Tel-Aviv-Yafo, 6789104
Israel"
619,HyTrust,https://www.highcloudsecurity.com/https://www.hytrust.com/,HyTrust provides encryption-based security solutions for enterprise customers using cloud services.,"HyTrust, Inc.
US Headquarters
1975 W. El Camino Real, Suite 203
Mountain View, California 94040
Tel: (650) 681 – 8100"
620,IANS,https://www.iansresearch.com/,IANS offers general and customized information security training and education through a range of events and services. Industry experts participate as faculty,"IANS
2 Center Plaza, Suite 500
Boston, MA, 02108
Tel: (617) 399 – 8100"
621,iboss,https://www.iboss.com/,The security solutions offered by iboss include a Web Security Platform supporting layered APT and mobility defense products.,"iboss Corporate HQ
101 Federal Street
Boston, MA 02110
Tel: (858) 568 – 7051"
622,IBM,https://www.ibm.com/,"<p>IBM is a global technology and consulting company, including a range of security products and services.</p>","<p>IBM Corporation, 1 New Orchard Road Armonk, New York 10504</p>"
623,Icon Labs,https://www.iconlabs.com/,"Icon Labs secures the Internet of Things (IoT) by providing portable software to protect embedded devices with firewall, access, and network management.","Icon Labs
3636 Westown Parkway
Suite 203
West Des Moines, Iowa 50266
Tel: (515) 226 – 3443"
624,Idappcom,http://www.idappcom.com/,<p>Idappcon provides IDS and gateway solutions for evaluating the effectiveness of attack detection tools in the enterprise.</p>,<p>Idappcom Ltd 66 Prescott Street London E1 8NN United Kingdom Tel: +44 (0)203 355 6804</p>
625,Idaptive,https://www.cyberark.com/,<p>ACQUIRED BY CYBERARK MAY-2020</p>,
626,ID Control,https://www.idcontrol.com/,"ID Control provides a range of strong authentication and encryption products for securing business access, transactions, and authorization.","ID Control
Van Diemenstraat 202
The Hague
South-Holland
2518 VH
The Netherlands
+31 888 SECURE (732873)"
627,IDEMIA,https://www.idemia.com/,IDEMIA is an authentication company based in France that uses biometric data as a means of authentication and identification.,"IDEMIA
11 Boulevard Gallieni, 92130
Issy-les-Moulineaux, France
Tel: +33 (01) 73 60 20 20"
628,IDentia,http://www.identiainc.com/,"IDentia provides identity and access management, as well as cloud security products and services.","IDentia Inc.
13800 Coppermine Road, Suite 300
Herndon, Virginia 20171"
629,Identity Automation,https://www.identityautomation.com/,2FA provides a range of two-factor authentication solutions including fingerprint and one-time password.,"Corporate
7102 N Sam Houston Pkwy W, Ste 300
Houston, TX 77064

2FA
10713 N FM 620
Suite # 201
Austin, Texas 78726
Tel: (512) 918 – 3200"
630,Identiv,https://www.identiv.com/,"Identiv provides products for identity and smart card access including credentials, RFID support, and readers.","Identiv
2201 Walnut Ave., Suite 100
Fremont, California 94538
Tel: (888) 809 – 8880"
631,ID Quantique,http://www.idquantique.com/,"<p>The company provides quantum-safe network encryption, secure quantum key generation and quantum key distribution solutions and services to the financial industry, enterprises and government organisations globally.</p>",<p>Chemin de la Marbrerie 3. </p><p>1227 Carouge - Genève | Switzerland</p>
632,IDVector,https://www.idvector.net,"<p>Internet security system designed to make every online connection secured from unauthorized observation. The company's system creates a secure and private connection from the user's computer to the internet through any network via ephemeral VPN network, enabling users to prevent others from tracing the origin of network traffic.</p>","<p>46040 Center Oak Plaza, Suite 165</p><p>Sterling, VA 20166</p>"
633,Igloo Security,http://www.igloosec.co.kr/en/index.do,Igloo is a Korean company that provides managed security services including SIEM management.,"Igloo Security
6th Floor
7 Jeongui-ro 8-gil, Songpa-gu
Seoul, Korea 135-721
Tel: +82 2 3452 8814"
634,IID,https://www.infoblox.com/,<p>ACQUIRED BY INFOBLOX FEB-2016</p>,
635,Ikarus Security Software,https://www.ikarussecurity.com/,Ikarus provides security software to prevent viruses and to secure mobility and cloud computing.,"Ikarus Security Software GmbH
Blechturmgasse 11
1050 Vienna
Austria
Tel: +43 1 58995 0"
636,Illumio,https://www.illumio.com/,"<p>Illumio helps companies operationalize and manage zero trust micro-segmentation policies for workload-level, east-west traffic.</p>","<p>Illumio 160 San Gabriel Drive Sunnyvale, California 94086 Tel: (669) 800 – 5000</p>"
637,Illusive,https://www.illusivenetworks.com/,Illusive utilizes deception-based technology to detect and disrupt advanced threats in enterprise networks at the earliest stage in their lifecycle.,"Illusive US
11th Floor, Suite 1103
488 Madison Ave., New York, NY, 10022

Israel HQ
Totseret Ha-Arest St. 7, 4th Floor
Tel Aviv-YaFo, 6789104"
638,ImageWare,https://www.iwsinc.com/,ImageWare provides a range of biometric solutions to support authentication and identity management.,"ImageWare Systems Inc.
10815 Rancho Bernardo Road, Suite 310
San Diego, California 92127
Tel: (858) 673 – 8600"
639,Imperva,https://www.imperva.com/,"<p>Imperva provides a range of Web application, database, file, and cloud security products for protecting business critical data and applications.</p>","<p>Imperva, Inc. 3400 Bridge Parkway, Suite 200 Redwood Shores, California 94065 Tel: (650) 345 – 9000</p>"
640,Imprivata,https://www.imprivata.com/,"Imprivata provides authentication, single-sign-on, and password management solutions, with emphasis on health care.","Imprivata, Inc.
10 Maguire Road
Building 1, Suite 125
Lexington, Massachusetts 02421
Tel: (781) 674 - 2700"
641,Impulse,http://impulse.com/,"Impulse provides a solution called SafeConnect that manages network access policies and endpoint security with emphasis on both enabling secure BYOD and preventing unauthorized accesst to network resources. Impulse has recently launched SafeConnect Software Defined Perimeter (SDP), providing secure multi-cloud access leveraging zero-trust technology.","Impulse
5650 Breckenridge Park Drive, Suite 201
Tampa, Florida 33610
Tel: (813) 607 – 2771"
642,INCA Internet,https://www.nprotect.com/,"INCA Internet is a Korean software company, also known as nProtect in the US that includes a line of security products such as anti-virus.","INCA Internet Co. Ltd.
ACE High End Tower
1201 Guo-3dong
Guro-Gu
Seoul, 152848
South Korea
Tel: 82 2 6220 8000

nProtect Inc.
3003 N. First Street #301
San Jose, California 95134"
643,Include Security,https://www.includesecurity.com/,"Include Security offers information and application security assessment, advisory, and consulting services.","Include Security
Brooklyn, New York 10016
Tel: (424) 242 – 2592"
644,Indegy,https://www.tenable.com/products/tenable-ot,"<p>Indegy provides full visibility into ICS networks, identifying changes to critical controllers, including change to firmware, logic, and configuration updates.</p><p><br></p><p>ACQUUIRED BYY TENABLE DEC-2019</p>","<p>Indegy 1460 Broadway St., New York, NY 10036 tel: +1 (866) 801 5394 R&amp;D Facility Yigal Alon 126, Building C, Tel Aviv-Yafo 6744332, Israel Tel: +972 (3) 550 - 1783</p>"
645,Indusface,https://www.indusface.com/,"Indusface offers a suite of Web application firewall (WAF), and Web and mobile application testing products.","Indusface
A/2-3, 3rd Floor, Status Plaza
Opp. Relish Resort,
Atladara Old Padra Road,
Vadodara, 390020
Gujarat, India
Tel: +91-9343824004"
646,Infinigate,https://www.infinigate.co.uk/,"Infinigate is a value added distributor in the UK for a set of security services from companies such as Corero, Dell, and Trustwave.","Infinigate Holding AG
Grundstrasse 14
6343 Rotkreuz, Zug,
Switzerland

Infinigate UK
Arch 8 Chancel Street
London
SE1 0UR
United Kingdom
Tel: +44 (0) 207 593 3290"
647,InfoArmor,https://www.infoarmor.com/,InfoArmor provides solutions for employee identity protection and advanced threat intelligence to help organizations protect their assets. ,"7001 N Scottsdale Road, Suite 2020
Scottsdale, AZ 85253
Tel: (480) 302 - 6701"
648,InfoAssure,http://www.infoassure.net/,InfoAssure provides a crypto labeling solution for data owners to persistently protect their digital assets through a combination of cryptography and policy/role/content-based access controls. N2K provides both object level protection and access control in one unified application. Its crypto labeling platform called Need2Know® (N2K) empowers the data owner to control who can see what data on which device when and where even in the cloud.,"InfoAssure, Inc.
23393 Cacaway Farm Lane
Chestertown, Maryland 21620
Tel: (410) 757 – 4188"
649,Infoblox,https://www.infoblox.com/,"Infoblox provides solutions for secure DNS as well as related network services, cloud, and virtualization.","Infoblox
3111 Coronado Drive
Santa Clara, California 95054
Tel: (408) 986 – 4000"
650,Infocyte,https://www.infocyte.com,"Infocyte offers intrusion assessments, malware hunting, and threat engagement services.","Infocyte
3801 N. Capital of Texay Hway, Suite D-120
Austin, Texas 78746
Tel: (844) 463 - 6298"
651,InfoDefense,https://www.infodefense.com/,"InfoDefense provides security consultation services focused on regulatory compliance, information assurance, and response.","InfoDefense, Inc.
2745 Dallas Parkway, #510
Plano, Texas 75093
Tel: (972) 992 – 3100"
652,InfoExpress,https://www.infoexpress.com/,InfoExpress provides network access control product solutions for enterprise customers.,"InfoExpress, Inc.
3235 Kifer Road, #310
Santa Clara, California 95051
Tel: (613) 727 – 2090"
653,Infogressive,https://teamascend.com/,<p>Infogressive provides a range of managed and professional security services for enterprise customers.</p><p><br></p><p>MERGED WITH ASCEND TECHNOLOGIES JUL-2020</p>,"<p>Infogressive, Inc. 1560 S. 70th Streeet Lincoln, Nebraska 68506 Tel: (402) 261 – 0123</p>"
654,InfoGuard,https://www.infoguard.ch/,"InfoGuard provides ICT security products, professional services, and managed security for business customers.","InfoGuard AG
Lindenstrasse 10 Baar,
ZG 6340
Switzerland
Tel: +41 41 749 19 00"
655,Infolock,https://www.infolocktech.com/,"Infolock provides information security and risk management consulting, integration, and advisory services.","Infolock Technologies
2900 South Quincy Street, Suite 330
Arlington, Virginia 22206
Tel: (877) 610 – 5625"
656,Infosec Global,https://www.infosecglobal.com/,"The Infosec Global platform enables the interoperability of standard, custom, and multi-crypto solutions with a real-time service that remotely manages the cryptography of critical systems","750 Battery Street
San Francisco, California 94113
info@infosecglobal.com"
657,Infosec Inc.,http://infosecinc.com/,InfoSec provides a range of security products and services for mainframe computer systems.,"InfoSec Inc.
14001-C St. Germaine Drive
Suite 809
Centreville, Virginia 20121
Tel: (703) 825 – 1202"
658,Infosec Institute,https://www.infosecinstitute.com/,"InfoSec Institute offers a variety of information security training courses, certifications, and boot camps.","InfoSec Institute
7310 W. North Avenue Suite 4D
Elmwood Park, Illinois 60707
Tel: (866) 471 – 0059"
659,InfoSec Skills,https://www.infosecskills.com/,InfoSec Skills is a UK-based cyber and ICT security training and education organization.,"InfoSec Skills Ltd.
Atlantic House
Imperial Way
Reading
Berkshire RG2 0TD
Tel: +44 (0)20 8144 2303"
660,Infosys,https://www.infosys.com/,"Infosys provides IT consulting, technology and outsourcing services including a range of information security solutions.","Infosys Corporate Headquarters
Electronics City, Hosur Road
Bangalore 560 100
India
Tel: +91 80 2852 0261

New York, New York Location
Tel: (646) 254 – 3198"
